id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
15565890;Studio cosy dans résidence de standing;13364713;Thierry;Bordeaux;Centre ville (Bordeaux);44.84458281510923;-0.5962600468157618;Entire home/apt;32;7;30;21/03/2017;1.29;6;0
15583727;Au calme en centre ville avec terrasse ensoleillée;38723198;Corinne;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.84708482098478;-0.5752018400204405;Entire home/apt;105;2;6;02/01/2018;0.27;1;23
15598572;L'appart Montesquieu / Quartier Grands Hommes;4310833;Jean-Christophe;Bordeaux;Centre ville (Bordeaux);44.84319850972825;-0.5772379011004567;Entire home/apt;220;3;4;18/09/2017;0.23;17;158
15609198;T3 au coeur du centre ville de Bordeaux;99643049;Anita;Bordeaux;Centre ville (Bordeaux);44.840751079486516;-0.5779861752648718;Entire home/apt;70;5;2;30/10/2016;0.09;1;0
15609512;Cozy apartment in the historical heart of Bordeaux;10548249;Christine;Bordeaux;Centre ville (Bordeaux);44.8378243451146;-0.5788060377106526;Entire home/apt;60;3;11;24/04/2017;0.50;1;0
15616689;Bel appartement à  Bordeaux centre;53492097;Sebastien;Bordeaux;Bordeaux Sud;44.83274449017074;-0.5721647009887819;Entire home/apt;50;7;26;13/08/2018;1.14;1;270
15628133;T2 à 10 minutes en tramway du centre de bordeaux;58166918;Thibaut;Bgles;Bgles;44.81386346322122;-0.552234525717322;Entire home/apt;40;2;30;27/07/2018;1.35;1;17
15629783;T2 La Victoire parking;41239662;Caroline;Bordeaux;Nansouty - Saint Gens;44.825298150498085;-0.5755101735906542;Entire home/apt;40;2;10;27/11/2017;0.62;1;0
15631213;Charmant T2 à deux pas du Tramway;64287326;TarTine;Bordeaux;La Bastide;44.84740442079585;-0.5472006599504513;Entire home/apt;60;2;5;01/01/2018;0.22;1;82
15633323;Peaceful room in the city center;37547598;Olivier;Bordeaux;Centre ville (Bordeaux);44.84372854352804;-0.5842182594239722;Private room;19;3;23;21/04/2017;1.01;2;0
15636308;appartement 4 chambres centre ville de bordeaux;20697348;Béatrice;Bordeaux;Centre ville (Bordeaux);44.84142168169691;-0.5906364197552546;Entire home/apt;200;1;59;01/09/2018;2.55;1;327
15637066;APPARTEMENT COSY HYPERCENTRE, Triangle d’Or-Tourny;43963478;Constance;Bordeaux;Centre ville (Bordeaux);44.845122713667514;-0.5809315665247755;Entire home/apt;60;2;2;24/11/2016;0.09;1;0
15643329;Sous location studio saint genès;100917226;Salma;Bordeaux;Nansouty - Saint Gens;44.82255470848924;-0.5835015345170347;Entire home/apt;35;3;9;05/09/2018;0.41;1;343
15644857;T3 tout confort,calme,pied du tram,10min cœur Bdx;100934699;Julie;Merignac;La Glacire;44.82823050377552;-0.6169673406088889;Entire home/apt;55;30;26;21/06/2018;1.14;1;0
15651660;T3 avec grand jardin et chat ;;;;;;;;;;;;;;
15656362;T2 Jardin Public lumineux;100921099;Baudouin;Bordeaux;Centre ville (Bordeaux);44.846878125241375;-0.5829691216650009;Entire home/apt;55;1;1;29/10/2016;0.04;1;0
15662993;Chambre en plein coeur de Bordeaux;20856654;Marion;Bordeaux;Nansouty - Saint Gens;44.826307336687854;-0.5743015887104229;Private room;20;2;5;21/01/2017;0.22;1;0
15663668;T2 calme au coeur des Chartrons (40 m2);101130986;Yo;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85435303649469;-0.5692621539554271;Entire home/apt;50;3;1;01/11/2016;0.04;1;0
15672809;Echoppe bordelaise avec grand jardin;64279174;Laurence;Bordeaux;Bordeaux Sud;44.823464704505454;-0.5631907668478842;Entire home/apt;120;3;10;12/08/2018;0.47;1;0
15676312;Agréable studio avec Balcon;101249375;Colette;Talence;Talence;44.80566692817079;-0.5810661119000512;Entire home/apt;35;5;4;02/09/2017;0.25;1;72
15677875;Appartement avec terrasse au coeur de Saint Michel;2108415;Mélodie;Bordeaux;Bordeaux Sud;44.8332447237545;-0.5694406054120462;Entire home/apt;35;3;10;06/08/2018;1.02;1;34
15693544;Great apartment near la Cité du Vin;37008588;Annie;Bordeaux;Bordeaux Maritime;44.868088591521655;-0.5557754852482251;Entire home/apt;55;2;51;12/09/2018;2.30;2;53
15695710;Chambre en grand appartement centre de Bordeaux;101327522;Neal;Bordeaux;Centre ville (Bordeaux);44.83914790937184;-0.5694877109186177;Private room;25;2;3;08/05/2017;0.13;1;0
15696900;Chambre dans maison de caractère Casa Zohar;36767562;Anne Marie;Saint-Mdard-en-Jalles;Saint-Mdard-en-Jalles;44.89256604413557;-0.7466195222448863;Private room;37;2;1;15/08/2017;0.08;3;364
15697919;Appart fonctionnel Bordeaux centre;34618748;Charles;Bordeaux;Centre ville (Bordeaux);44.843125942837055;-0.5845717325137886;Entire home/apt;60;2;8;23/05/2017;0.36;1;0
15698651;Wonderful and cozy apartment in the city center;23121837;Chantal;Bordeaux;Centre ville (Bordeaux);44.84402723029173;-0.5868727875690138;Entire home/apt;70;2;51;06/09/2018;2.46;1;55
15701801;T2 au coeur de la vie bordelaise;91500651;David;Bordeaux;Centre ville (Bordeaux);44.84066376300903;-0.5781794708258595;Entire home/apt;60;1;80;09/09/2018;3.53;1;10
15708227;Studio cosy à 10 du centre/Gare;28542269;Maeva;Talence;Talence;44.81288786658647;-0.5778014593044015;Shared room;100;2;8;13/02/2017;0.35;1;90
15711468;Charming apartment of 50m2 in Bordeaux center;12045120;Marion;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.83512568412196;-0.5805085107052124;Entire home/apt;50;2;16;09/09/2018;0.75;1;72
15712857;Centre historique;30473754;Sylvie;Bordeaux;Bordeaux Sud;44.83259327324298;-0.5653484145754084;Entire home/apt;40;3;0;;;3;226
15713353;Cosy apartment beside the famous Capucins market.;32609835;Damien;Bordeaux;Bordeaux Sud;44.83170228673222;-0.5666591356036449;Entire home/apt;50;2;27;03/08/2018;1.18;1;272
15714315;T1 proche centre ville victoire;70927531;Mélissa;Bordeaux;Bordeaux Sud;44.827720804718616;-0.5737454842146954;Entire home/apt;15;1;1;11/03/2018;0.16;1;0
15714719;Maison pierre 170m2, vue Bordeaux, piscine, jardin;7266376;Nelly;Cenon;Palmer-Gravires-Cavailles;44.849719835412856;-0.5303505236463185;Entire home/apt;250;6;2;12/08/2017;0.14;1;14
15715469;T2 sympa à côté de la Gare St J/Capucins + parking;60192382;Kamille;Bordeaux;Bordeaux Sud;44.82395893046807;-0.5654795681616556;Entire home/apt;40;2;16;05/11/2017;0.71;2;0
15715745;T2 tout confort à 15 min de la gare St Jean;30118336;Céline;Bgles;Bgles;44.79930104603829;-0.556999377996525;Private room;29;1;11;07/06/2018;0.53;1;257
15716364;T2  sympa terrasse Bordeaux Bègles Parking privé;15987816;Gilles;Bgles;Bgles;44.79674231808847;-0.5578476519811808;Entire home/apt;40;2;7;31/03/2017;0.31;1;28
15733195;Cosy 50's style apartment;101649854;Aurélie;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85293451227472;-0.5738490466205403;Entire home/apt;60;2;57;22/08/2018;2.54;1;0
15739217;Chambre 2 pers proche centre ville;23260845;Sylvie;Bordeaux;Caudran;44.838889067203944;-0.6010863419135121;Private room;30;3;2;05/08/2017;0.09;2;0
15741246;Appartement Place Gambetta;19838823;Guillaume;Bordeaux;Centre ville (Bordeaux);44.841334270535974;-0.5812303383842312;Entire home/apt;100;3;43;12/09/2018;1.98;2;279
15741802;"""Le Saint-Jean"" Duplex 60m² 3pièces";65310073;Kâ;Bordeaux;Bordeaux Sud;44.82503870990612;-0.5578079108794447;Entire home/apt;52;5;21;07/04/2018;1.01;1;0
15742000;Peaceful nest is the historical centre;101726530;Hervé;Bordeaux;Centre ville (Bordeaux);44.83721669513376;-0.5667237311091199;Entire home/apt;75;3;76;09/09/2018;3.50;1;81
15742853;Appartement cosy 40m² proche de la gare Saint Jean;37050091;Jérôme;Bordeaux;Bordeaux Sud;44.82477240782115;-0.5661711322448459;Entire home/apt;55;1;87;23/01/2018;4.29;1;0
15744386;chambre chez l habitant;86365800;Christian;Ambars-et-Lagrave;Ambars-et-Lagrave;44.94110011989577;-0.4837524546941232;Private room;70;1;0;;;2;365
15750446;Beau T2, centre-ville, très calme,;101804275;Sonia;Bordeaux;Centre ville (Bordeaux);44.84457700268427;-0.582957982028324;Shared room;26;2;14;08/10/2017;0.62;1;0
15751421;Appartement sympa au calme à Bordeaux;67591051;Sylvie;Bordeaux;Caudran;44.83972580909543;-0.6197369482996348;Entire home/apt;30;2;4;29/08/2018;1.22;2;0
15753543;Studio quartier des Chartrons à Bordeaux;17661677;Anne;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.850946777998296;-0.5705602703335785;Entire home/apt;60;2;11;29/06/2018;0.64;1;352
15753633;Charmant T2 dans l'hyper-centre;17568022;Jeremy;Bordeaux;Bordeaux Sud;44.83400840938795;-0.5729887092521427;Entire home/apt;70;4;16;27/03/2018;0.72;1;31
15755089;T2 Duplex très lumineux près de Bordeaux;23627231;Muriel;Villenave-d'Ornon;Villenave-d'Ornon;44.803218474323295;-0.5721473754184122;Entire home/apt;30;30;0;;;1;77
15756093;Chambre et table d'hôtes Accueillante Indépendante;101857739;Corinne;Pessac;France Alouette;44.78140129213858;-0.6768967545088971;Entire home/apt;60;2;2;27/09/2017;0.13;1;364
15757477;Studio tout équipé Wifi / TV / Clim;40846799;Loïc;Floirac;Floirac;44.841205196217395;-0.540823348258631;Entire home/apt;38;1;0;;;1;350
15761192;Appartement centre ville de Bègles.;101908627;Sandrine;Bgles;Bgles;44.80679193393041;-0.553747617510807;Private room;30;2;23;27/07/2017;1.05;1;38
15761585;Chambre cosy/SDB privée + petit dej', proche tram;40108314;Emmanuel;Talence;Talence;44.79698493977034;-0.6050708189530316;Private room;30;3;19;06/09/2018;0.88;1;65
15765948;Belle chambre dans appartement ancien + petit déj;101521841;Veronique;Bordeaux;La Bastide;44.840587326345904;-0.5539915527739435;Private room;40;2;23;20/08/2018;1.03;1;69
15766517;appartement agréable;101684074;Martine;Pessac;Arago-La Chataigneraie;44.793138548369306;-0.6477404997352862;Private room;40;1;39;13/09/2018;1.75;1;358
15767667;Maison douillette au calme du centre-ville;9813493;Anne;Floirac;Floirac;44.84202849801135;-0.5141957539077102;Entire home/apt;97;5;13;02/01/2018;0.57;1;257
15769935;House Mérignac Center in 2mns of BORDEAUX;101632874;Melanie & Arnaud;Merignac;Capeyron;44.85494225683208;-0.645574412940976;Entire home/apt;55;1;56;16/12/2017;2.55;1;257
15776457;Cocotte's House;38188063;Syndi;Le Bouscat;Le Bouscat;44.867894711372124;-0.5801604040986822;Entire home/apt;159;2;20;18/08/2018;0.94;1;7
15777050;Appartement au calme;97141732;Fabrice;Cenon;Plaisance-Loret-Maregue;44.85184929024777;-0.5155005095409468;Shared room;55;1;0;;;1;180
15777059;Charmante maison indépendante en plein centre;36929454;Anne;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.84998606057133;-0.5814870827470037;Entire home/apt;80;2;13;07/09/2018;0.89;1;126
15777880;Welcome près de Bordeaux;102046588;Juliette;Artigues-Prs-Bordeaux;Artigues-Prs-Bordeaux;44.865414593299015;-0.4806806114280715;Private room;30;2;98;07/09/2018;4.30;4;0
15778346;Beaux 2 Pieces, quartier chartrons;101487544;Delphine;Bordeaux;Bordeaux Maritime;44.8627859359583;-0.5610811345701633;Entire home/apt;50;2;1;09/12/2016;0.05;1;76
15780766;Lovely private room in the center of Bordeaux;102065754;Fanny Et Mathias;Bordeaux;Centre ville (Bordeaux);44.83526946537306;-0.5744133814403323;Private room;45;2;65;01/08/2018;2.86;1;13
15787547;Studio spacieux au cœur de Bordeaux;102113812;Marion;Bordeaux;Centre ville (Bordeaux);44.843015197404185;-0.5844410795375169;Entire home/apt;50;2;183;31/08/2018;8.13;1;3
15789076;Studio Bordeaux centre, à 2 pas du Tram, Victoire;21757405;Célia;Bordeaux;Bordeaux Sud;44.8283188334231;-0.5727882026033314;Entire home/apt;33;3;113;11/09/2018;5.01;1;143
15791161;bel appartement a bordeaux centre;27900541;Irene;Bordeaux;Bordeaux Sud;44.83083027405318;-0.571465081496479;Private room;75;2;0;;;1;0
15800072;Charmant T1 - Hyper centre Bordeaux;95324832;Matéo;Bordeaux;Centre ville (Bordeaux);44.83939949535954;-0.5730179344877558;Entire home/apt;50;2;37;13/08/2018;1.65;1;55
15809122;location Victoire centre;73465929;Max;Bordeaux;Bordeaux Sud;44.82961073875693;-0.5715290424219194;Private room;23;2;24;22/11/2017;1.14;1;0
15811205;Grande Maison Centre ville Jardin Tout confort;521932;Florent;Bordeaux;Centre ville (Bordeaux);44.838935448676544;-0.5968106890403985;Entire home/apt;210;3;3;30/04/2018;0.14;1;166
15816279;Chambre chez l'habitant;84255110;Julie;Gradignan;Gradignan;44.77468033461043;-0.5940973018155905;Private room;103;1;8;14/06/2018;0.35;1;90
15817257;Studio Bordeaux centre;37647463;Emma;Bordeaux;Centre ville (Bordeaux);44.84223218716588;-0.5821393871807746;Entire home/apt;33;10;2;11/12/2016;0.09;1;0
15820108;Beau T2 de 48 m2 Bordeaux Cauderan;60585897;Rui;Bordeaux;Caudran;44.83909300365941;-0.625024516338859;Entire home/apt;40;4;5;28/07/2017;0.26;1;133
15823448;Appart sympa avec son bout de jardin;35409704;Anthony;Talence;Talence;44.80294608602132;-0.5774807404949491;Entire home/apt;50;1;5;27/08/2018;5;1;255
15836942;♥ Amazing and unique view - Family & Friends ♥;15674374;Olivia;Bordeaux;Centre ville (Bordeaux);44.84252260012953;-0.5717456446738484;Entire home/apt;120;3;4;15/08/2017;0.18;1;0
15851749;Great Location Chartrons with terrace and parking;76108323;Annie-Claude;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.855662049469615;-0.568761541315382;Entire home/apt;90;3;29;03/08/2018;1.75;1;335
15854362;Brightnes and calm room with breakfast;95149421;Joëlle;Villenave-d'Ornon;Villenave-d'Ornon;44.80501007033602;-0.5723672417358953;Private room;28;4;1;01/02/2017;0.05;2;36
15855218;Charming 2-bed. flat  in historical center;7332020;Caroline;Bordeaux;Centre ville (Bordeaux);44.84080931854536;-0.569440144558557;Entire home/apt;140;2;34;13/09/2018;1.62;1;291
15855997;Charmant T2 dans l'hypercentre;4241658;Thomas Et Marina;Bordeaux;Centre ville (Bordeaux);44.84356012495993;-0.5782446000243349;Entire home/apt;70;2;90;11/09/2018;4.24;1;329
15856785;Appartement type loft proche de la Cité du vin;102758454;Sandra;Bordeaux;Bordeaux Maritime;44.85889573057098;-0.5571252143029087;Entire home/apt;58;2;16;22/08/2018;0.76;1;0
15861071;beautiful typical stone house in Bordeaux;77139731;Xavier;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.833099799170206;-0.5935649610443376;Entire home/apt;111;2;20;30/07/2017;0.89;1;0
15861519;Studio indépendant avec accès unique par ma maison;56561172;Alexia Et Guillaume;Bordeaux;La Bastide;44.84216433844021;-0.5583516886204917;Entire home/apt;43;1;171;27/07/2018;7.69;1;26
15864610;Comfortable and clean room in center of the city;102831953;Xiaoyun;Bordeaux;Centre ville (Bordeaux);44.83718480388284;-0.5718121276146798;Private room;50;30;21;29/06/2018;0.99;1;20
15864836;T2 spacious, bright and quiet;17820001;Robert;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.831323835806906;-0.6087203488254712;Entire home/apt;50;3;15;25/08/2018;1.15;1;29
15866889;Appartement 24m2 avec mezzanine;78039936;Lucie;Pessac;Chiquet-Fontaudin;44.80425040466987;-0.6234722162295101;Entire home/apt;30;1;5;24/02/2018;0.54;1;0
15868883;Chambre dans une jolie maison avec jardin;35347591;Lucie;Villenave-d'Ornon;Villenave-d'Ornon;44.77173236045002;-0.5805364721838205;Private room;20;1;31;14/09/2018;1.40;2;140
15873463;Studio cosy Bordeaux centre;48038639;Loubna;Bordeaux;Centre ville (Bordeaux);44.839830583611395;-0.5818673335696367;Entire home/apt;60;6;2;01/01/2017;0.09;1;67
15879055;T2 lumineux au cœur de Bordeaux;39456387;Andréa;Bordeaux;Bordeaux Sud;44.83458240387066;-0.5685036078332809;Entire home/apt;60;2;12;08/12/2017;0.53;1;0
15879252;2 chambres en plein coeur de Saint-Pierre;25728930;Jean;Bordeaux;Centre ville (Bordeaux);44.838280104420306;-0.57349840350932;Entire home/apt;120;4;4;28/06/2018;0.22;16;102
15879579;Agréable appartement centre ville de Bordeaux;102965213;Ahmed;Bordeaux;Bordeaux Sud;44.83116860067128;-0.572790178363606;Entire home/apt;30;1;1;13/08/2017;0.08;1;0
15881556;St Pierre/Magnifique Suite rue de la Merci;26344474;Samantha;Bordeaux;Centre ville (Bordeaux);44.84014082149285;-0.5744434900385326;Entire home/apt;85;3;119;04/09/2018;5.46;3;286
15882981;Appart lumineux 61m2 parking Bordeaux Chartrons;9382960;Kareen;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.853332811474075;-0.5676142252845169;Entire home/apt;130;3;1;08/08/2018;0.77;69;262
15883874;Résidentiel Pargaud;103001251;Henry;Saint-Mdard-en-Jalles;Saint-Mdard-en-Jalles;44.89238764379473;-0.7649552098055762;Entire home/apt;150;14;0;;;1;180
15887036;Studio neuf avec parking proche du centre ville;96036597;Olivier;Bordeaux;Caudran;44.83993760753227;-0.605133574110992;Entire home/apt;41;2;52;19/08/2018;2.35;1;268
15887541;Chambre 2 dans maison de caractère Casa Zohar;36767562;Anne Marie;Saint-Mdard-en-Jalles;Saint-Mdard-en-Jalles;44.890883853080084;-0.7474325162425072;Private room;40;2;0;;;3;363
15887588;Chambre 1 dans Maison de caractère Casa Zohar;36767562;Anne Marie;Saint-Mdard-en-Jalles;Saint-Mdard-en-Jalles;44.89300687618537;-0.7480486017012478;Private room;40;2;0;;;3;362
15893033;Commodités assurées !;103065582;Sylvie;Bgles;Bgles;44.799558039989066;-0.555709151288794;Shared room;29;1;0;;;1;0
15899566;T2 avec parking proche du centre ville;20715531;Michel;Le Bouscat;Le Bouscat;44.867615733995436;-0.6056151959320099;Entire home/apt;40;7;4;17/12/2017;0.20;1;363
15922036;T2 Triangle d'or, Tourny;29464875;Elodie;Bordeaux;Centre ville (Bordeaux);44.84505711458348;-0.5756968233453748;Entire home/apt;79;1;4;12/09/2018;4;1;358
15924779;Studio agréable à l'angle de la rue st Catherine;100559025;Melissa;Bordeaux;Centre ville (Bordeaux);44.83893828410975;-0.5781902895568918;Entire home/apt;40;3;69;27/08/2018;3.11;1;15
15924941;Bel appartement cosy tout équipé;72974298;Maxime;Merignac;Centre ville (Merignac);44.84603811743309;-0.660262272815358;Entire home/apt;48;2;12;06/08/2018;0.55;1;164
15928140;Maison de ville familiale de 140m2;51833876;Véronique;Pessac;Le Vallon-Les Echoppes;44.814386970725636;-0.6256989336631512;Entire home/apt;80;2;3;01/11/2017;0.14;1;72
15928695;La campagne aux portes de la ville;93107046;Jerome;Merignac;Beutre;44.818228544651994;-0.6846682283034098;Private room;39;1;2;10/07/2017;0.12;1;0
15933509;Bel appartement vintage avec jardin;45455430;Frédéric Et Carole;Pessac;Le Monteil;44.80315953687083;-0.6541190867279717;Entire home/apt;58;1;146;14/09/2018;6.54;2;134
15936574;Bel appartement Bordeaux;56204872;Sarah;Bordeaux;Nansouty - Saint Gens;44.824264556937;-0.5788706859510385;Entire home/apt;40;4;4;26/05/2018;0.36;1;0
15938209;Studio dans cadre verdoyant et tranquille;82773752;Laurence;Bruges;Bruges;44.87490629888606;-0.613465840878426;Entire home/apt;30;2;4;19/12/2017;0.19;1;87
15941179;Triplex atypique en centre ville , parking privé.;19496039;Alicia;Bordeaux;Nansouty - Saint Gens;44.82625379811898;-0.5770893271565597;Entire home/apt;45;5;9;14/08/2018;0.43;1;0
15947252;Beau T2 à Bordeaux;36105190;Olivia;Bordeaux;Caudran;44.85672872461607;-0.6249470551161539;Entire home/apt;40;2;27;20/08/2018;1.30;1;328
15947308;Cosy room 1/2p chez Lancelot;103520966;Lancelot;Bordeaux;Bordeaux Maritime;44.86107734487841;-0.5568837087397481;Private room;32;2;15;19/01/2018;0.72;1;133
15948186;Atmosphère accueillante pour ce studio central.;101641721;Marie;Bordeaux;Centre ville (Bordeaux);44.837111326449616;-0.5732624587478113;Entire home/apt;60;1;37;25/08/2017;1.68;1;72
15954543;Maison en pierre entre Bordeaux et les plages;82610759;Clarisse;Saint-Mdard-en-Jalles;Saint-Mdard-en-Jalles;44.871089363596894;-0.7118251468170957;Entire home/apt;90;3;3;06/09/2017;0.22;2;275
15960272;Chambre cosy & calme en plein centre ville;25133187;Kora;Bordeaux;Bordeaux Maritime;44.858507233872835;-0.5612036277311383;Private room;50;1;30;14/09/2018;1.35;2;15
15968344;Chambre cosy dans maison de pierre;103714291;Ghislaine;Bgles;Bgles;44.79812806136835;-0.5554890210253797;Private room;21;1;110;04/09/2018;5.02;1;145
15969011;Appartement au coeur de St Pierre;15745206;Cécile;Bordeaux;Centre ville (Bordeaux);44.83721557163014;-0.5711479217132334;Entire home/apt;70;1;0;;;1;57
15971479;Private room and bathroom;103740448;Jean-Philippe;Bordeaux;Bordeaux Maritime;44.861126589764304;-0.5571201689316734;Private room;34;1;7;21/09/2017;0.41;2;0
15978467;Charming apartment 49sqm with lift and parking;9382960;Kareen;Bordeaux;Centre ville (Bordeaux);44.84249236875823;-0.5751745547531742;Entire home/apt;130;3;0;;;69;333
15978824;Appart chaleureux à Begles;87044770;Frederique;Bgles;Bgles;44.807550064813135;-0.5502288739907899;Entire home/apt;80;1;79;31/08/2018;3.79;1;308
15992869;Near Bordeaux cosy room in calm cottage;34844864;Nicole;Artigues-Prs-Bordeaux;Artigues-Prs-Bordeaux;44.85098858559309;-0.492439545833587;Private room;25;2;9;02/09/2018;0.41;1;345
16001675;Grand duplex proche centre Bordeaux 100 M2;32925527;Patrick;Bordeaux;Nansouty - Saint Gens;44.82322020371403;-0.5666834199960927;Entire home/apt;85;3;23;08/09/2018;1.10;1;149
16013743;chambre proche bordeaux sdb privée;103794585;Liliane;Merignac;Capeyron;44.85842402360491;-0.6402634477983645;Private room;50;1;2;01/04/2018;0.16;1;90
16016095;appart à  gradignan chaleureux;104146245;Laetitia;Gradignan;Gradignan;44.783419880805255;-0.6079175106704927;Entire home/apt;60;2;19;15/08/2018;0.87;1;343
16033747;Chambre au calme;89109246;Cyril;Le Bouscat;Le Bouscat;44.86611484300575;-0.5913319136283267;Private room;40;1;0;;;1;0
16034025;Charming Apartment / Rue Des Faussets / St Pierre;9312848;Laurence;Bordeaux;Centre ville (Bordeaux);44.84004549210487;-0.5699699211303634;Entire home/apt;78;2;75;10/08/2018;3.40;6;278
16034634;Charmant 61 m2 avec Parking Bordeaux Chartrons;72691486;Arnaud;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.853398688263496;-0.5671486798646965;Entire home/apt;125;3;0;;;73;262
16034699;Lovely 46 sqm, 1 bedroom, with parking in downtown;72691486;Arnaud;Bordeaux;Centre ville (Bordeaux);44.84486233111501;-0.5799509673525137;Entire home/apt;125;3;1;30/12/2016;0.05;73;335
16039497;Parfait petit studio en plein coeur de Bordeaux :);104382506;Axel;Bordeaux;Bordeaux Sud;44.834299329975096;-0.5636924937827151;Entire home/apt;28;20;4;21/06/2018;0.18;1;252
16040042;Logement entier T2  avec terrasse en plein centre;82318425;Gamou;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.83039326675918;-0.5949540369748232;Entire home/apt;52;26;0;;;1;0
16047522;Chambre & SDB privées proche domaine universitaire;29740629;Delphine;Talence;Talence;44.817832088238646;-0.5834096922198198;Private room;46;1;6;28/05/2018;0.31;2;165
16049409;Bed'n Breakfast private bathroom close to Bordeaux;31992451;Fla;Martignas-sur-Jalle;Martignas-sur-Jalle;44.84579006457863;-0.7931058050756826;Private room;40;1;5;31/10/2017;0.28;1;309
16050209;Room-Near Historical Center + free breakfast;25858067;Didier;Bordeaux;Caudran;44.85032009976106;-0.6033215021392412;Private room;45;1;77;10/09/2018;3.58;1;217
16051106;Chambre cosy & privative plein centre ville +café;104003005;Cléa;Bordeaux;Centre ville (Bordeaux);44.83540306560787;-0.5701874627521115;Private room;18;1;11;29/11/2017;0.50;3;0
16051242;Come on près de Bordeaux;102046588;Juliette;Artigues-Prs-Bordeaux;Artigues-Prs-Bordeaux;44.864727934548874;-0.47992653625731896;Private room;26;2;88;07/09/2018;4.16;4;0
16052878;Charming flat in the heart of the city;10671525;Maxime;Bordeaux;Bordeaux Sud;44.830782600595846;-0.570002571846877;Entire home/apt;52;2;3;27/08/2017;0.14;1;0
16062349;Magnifique appartement de type loft avec parking;8748586;Antoine;Bordeaux;Centre ville (Bordeaux);44.83774171119265;-0.5673620503123427;Entire home/apt;120;2;2;20/08/2018;0.38;1;271
16062870;Chambre avec lavabo, 15 min de Bordeaux en tramway;104626206;Sam;Cenon;Plaisance-Loret-Maregue;44.84923827955159;-0.5078412944362314;Private room;30;2;0;;;1;90
16074406;Charmant Duplex au ❤️ des Chartrons;12093917;Nell;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85170229428817;-0.5743672945140914;Entire home/apt;49;2;13;24/12/2017;0.71;1;0
16075753;Logement entier avec parking quartier Saint Jean;44918273;Christophe;Bordeaux;Bordeaux Sud;44.829525269654134;-0.5593529154624841;Entire home/apt;69;3;36;20/06/2018;1.64;1;166
16076741;Bel appartement lumineux,calme, a 5 min de l'arena;104757470;Arnaud;Cenon;Palmer-Gravires-Cavailles;44.850613745276995;-0.5263282119843943;Entire home/apt;60;1;7;23/08/2018;0.33;1;163
16082346;Grand appartement de 80m2 avec piscine;104807182;Léo;Bordeaux;Centre ville (Bordeaux);44.83562539371344;-0.5845170876693186;Entire home/apt;84;1;2;10/06/2017;0.09;1;0
16084682;Appartement cosy Bordeaux Gare;23312630;India;Bordeaux;Bordeaux Sud;44.824624882814966;-0.561332556769097;Entire home/apt;45;2;3;02/11/2017;0.15;1;158
16090810;18m2 private facing quiet Patio in historic Bdx;5622685;Pascale;Bordeaux;Bordeaux Sud;44.835070221887435;-0.5699530546517554;Private room;45;3;22;05/09/2018;1.01;1;316
16092527;Chambre dans le quartier historique;104890126;Harold;Bordeaux;Centre ville (Bordeaux);44.84031037595748;-0.5719201709320239;Private room;38;1;0;;;1;0
16092835;Maison T5 avec piscine, 15 min de Bordeaux en tram;45614565;Beatrice;Bgles;Bgles;44.806586528656865;-0.5536775506185123;Entire home/apt;160;7;1;30/07/2018;0.63;1;342
16093289;Charmant T1 au coeur de Bordeaux;71779465;Camille;Bordeaux;Centre ville (Bordeaux);44.83997590506945;-0.5704716344262635;Entire home/apt;47;2;28;19/08/2018;1.29;1;14
16093431;Appart PALAIS GALLIEN Duplex T5 156m²;42376384;Amandine;Bordeaux;Centre ville (Bordeaux);44.84319092506209;-0.5810817488378299;Entire home/apt;210;5;36;05/08/2018;1.72;1;348
16094253;60sqm flat bordeaux hypercentre leisure/business;603363;Loic;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.83334140610625;-0.5766011777537429;Entire home/apt;60;3;16;06/09/2018;0.77;1;75
16097791;Lovely appartment in the very towncenter;15384044;Charlotte;Bordeaux;Centre ville (Bordeaux);44.83733993153509;-0.5731893100436247;Entire home/apt;47;4;11;02/02/2018;0.50;1;0
16099362;Belle chambre proche tram C Bordeaux + petit déj';51392751;Héloïse&Ovidiu;Bgles;Bgles;44.79268853126932;-0.5669734675809599;Private room;20;3;47;23/08/2018;2.18;1;284
16103983;Studio cosy au bord des quais;27580561;Agathe;Bordeaux;Bordeaux Maritime;44.85826726179186;-0.5571887629828937;Entire home/apt;39;1;2;04/03/2017;0.09;1;0
